stationid,stationname,stationlatitude,stationlongitude,yyyy,mm,yyyymm,countoftripsstartinghere,countoftripsendinghere
3201,Dey St,40.737711,-74.066921,2019,01,2019-01,47,129
3210,Pershing Field,40.742677141,-74.051788633,2019,01,2019-01,316,301
3194,McGinley Square,40.7253399253558,-74.06762212514876,2019,01,2019-01,320,267
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2019,01,2019-01,122,146
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2019,01,2019-01,116,88
3483,Montgomery St,40.71942,-74.05099,2019,01,2019-01,230,219
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2019,01,2019-01,2661,2986
3196,Riverview Park,40.7443187,-74.04399090000001,2019,01,2019-01,75,70
3191,Union St,40.71821129999999,-74.08363940000001,2019,01,2019-01,41,47
3639,Harborside,40.71925170000001,-74.034234,2019,01,2019-01,735,743
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2019,01,2019-01,445,457
3481,York St,40.71649,-74.04105,2019,01,2019-01,179,172
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2019,01,2019-01,521,523
3640,Journal Square,40.733670000000004,-74.0625,2019,01,2019-01,437,422
3206,Hilltop,40.7311689,-74.0575736,2019,01,2019-01,149,96
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2019,01,2019-01,216,200
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2019,01,2019-01,394,455
3183,Exchange Place,40.7162469,-74.0334588,2019,01,2019-01,817,986
3681,Grand St,40.71517767732029,-74.03768330812454,2019,01,2019-01,284,293
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2019,01,2019-01,66,64
3211,Newark Ave,40.72152515,-74.046304543,2019,01,2019-01,557,592
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2019,01,2019-01,110,61
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2019,01,2019-01,441,448
3185,City Hall,40.717732500000004,-74.04384499999999,2019,01,2019-01,503,567
3207,Oakland Ave,40.7376037,-74.05247829999999,2019,01,2019-01,318,173
3212,Christ Hospital,40.734785818,-74.050443636,2019,01,2019-01,135,105
3184,Paulus Hook,40.7141454,-74.0335519,2019,01,2019-01,367,403
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2019,01,2019-01,439,415
3267,Morris Canal,40.7124188237569,-74.03852552175522,2019,01,2019-01,400,388
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2019,01,2019-01,150,121
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2019,01,2019-01,135,110
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2019,01,2019-01,486,468
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2019,01,2019-01,289,285
3638,Washington St,40.7242941,-74.0354826,2019,01,2019-01,325,344
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2019,01,2019-01,105,71
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2019,01,2019-01,186,139
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2019,01,2019-01,543,486
3213,Van Vorst Park,40.71848892,-74.047726625,2019,01,2019-01,407,379
3280,Astor Place,40.71928220070703,-74.07126188278198,2019,01,2019-01,238,247
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2019,01,2019-01,105,102
3209,Brunswick St,40.7241765,-74.05065640000001,2019,01,2019-01,461,400
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2019,01,2019-01,379,340
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2019,01,2019-01,331,327
3203,Hamilton Park,40.727595965999996,-74.044247311,2019,01,2019-01,994,1062
3187,Warren St,40.721123600000006,-74.03805095,2019,01,2019-01,411,398
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2019,01,2019-01,437,378
3694,Jackson Square,40.71113,-74.0789,2019,01,2019-01,32,24
3195,Sip Ave,40.730742625306576,-74.06391263008119,2019,01,2019-01,1111,1065
3426,JCBS Depot,40.70965083364061,-74.0686011314392,2019,01,2019-01,6,9
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2019,01,2019-01,288,307
3202,Newport PATH,40.7272235,-74.03375890000001,2019,01,2019-01,816,798
3201,Dey St,40.737711,-74.066921,2019,02,2019-02,52,99
3210,Pershing Field,40.742677141,-74.051788633,2019,02,2019-02,270,243
3194,McGinley Square,40.7253399253558,-74.06762212514876,2019,02,2019-02,299,244
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2019,02,2019-02,140,159
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2019,02,2019-02,102,91
3483,Montgomery St,40.71942,-74.05099,2019,02,2019-02,247,257
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2019,02,2019-02,2447,2774
3196,Riverview Park,40.7443187,-74.04399090000001,2019,02,2019-02,68,54
3191,Union St,40.71821129999999,-74.08363940000001,2019,02,2019-02,28,30
3639,Harborside,40.71925170000001,-74.034234,2019,02,2019-02,676,696
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2019,02,2019-02,368,426
3481,York St,40.71649,-74.04105,2019,02,2019-02,176,184
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2019,02,2019-02,491,513
3640,Journal Square,40.733670000000004,-74.0625,2019,02,2019-02,406,371
3206,Hilltop,40.7311689,-74.0575736,2019,02,2019-02,132,102
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2019,02,2019-02,208,186
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2019,02,2019-02,326,378
3183,Exchange Place,40.7162469,-74.0334588,2019,02,2019-02,757,904
3681,Grand St,40.71517767732029,-74.03768330812454,2019,02,2019-02,268,278
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2019,02,2019-02,52,47
3211,Newark Ave,40.72152515,-74.046304543,2019,02,2019-02,502,544
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2019,02,2019-02,102,68
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2019,02,2019-02,433,428
3185,City Hall,40.717732500000004,-74.04384499999999,2019,02,2019-02,497,525
3207,Oakland Ave,40.7376037,-74.05247829999999,2019,02,2019-02,263,184
3212,Christ Hospital,40.734785818,-74.050443636,2019,02,2019-02,103,65
3184,Paulus Hook,40.7141454,-74.0335519,2019,02,2019-02,405,439
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2019,02,2019-02,384,370
3267,Morris Canal,40.7124188237569,-74.03852552175522,2019,02,2019-02,431,356
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2019,02,2019-02,173,156
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2019,02,2019-02,134,120
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2019,02,2019-02,452,400
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2019,02,2019-02,259,263
3638,Washington St,40.7242941,-74.0354826,2019,02,2019-02,322,347
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2019,02,2019-02,111,89
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2019,02,2019-02,145,105
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2019,02,2019-02,473,454
3213,Van Vorst Park,40.71848892,-74.047726625,2019,02,2019-02,441,374
3280,Astor Place,40.71928220070703,-74.07126188278198,2019,02,2019-02,228,224
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2019,02,2019-02,90,104
3209,Brunswick St,40.7241765,-74.05065640000001,2019,02,2019-02,512,452
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2019,02,2019-02,366,331
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2019,02,2019-02,281,313
3203,Hamilton Park,40.727595965999996,-74.044247311,2019,02,2019-02,957,984
3187,Warren St,40.721123600000006,-74.03805095,2019,02,2019-02,360,356
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2019,02,2019-02,478,362
3709,W 15 St & 6 Ave,40.73804614248277,-73.99642959237099,2019,02,2019-02,0,1
3694,Jackson Square,40.71113,-74.0789,2019,02,2019-02,20,20
3195,Sip Ave,40.730742625306576,-74.06391263008119,2019,02,2019-02,1082,1020
3426,JCBS Depot,40.70965083364061,-74.0686011314392,2019,02,2019-02,6,12
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2019,02,2019-02,282,326
3202,Newport PATH,40.7272235,-74.03375890000001,2019,02,2019-02,760,737
3201,Dey St,40.737711,-74.066921,2019,03,2019-03,50,101
3210,Pershing Field,40.742677141,-74.051788633,2019,03,2019-03,336,290
3194,McGinley Square,40.7253399253558,-74.06762212514876,2019,03,2019-03,358,269
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2019,03,2019-03,153,198
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2019,03,2019-03,123,106
3483,Montgomery St,40.71942,-74.05099,2019,03,2019-03,331,333
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2019,03,2019-03,3113,3486
3196,Riverview Park,40.7443187,-74.04399090000001,2019,03,2019-03,90,77
3191,Union St,40.71821129999999,-74.08363940000001,2019,03,2019-03,34,55
3639,Harborside,40.71925170000001,-74.034234,2019,03,2019-03,900,907
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2019,03,2019-03,504,526
3481,York St,40.71649,-74.04105,2019,03,2019-03,232,233
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2019,03,2019-03,683,736
3640,Journal Square,40.733670000000004,-74.0625,2019,03,2019-03,508,443
3206,Hilltop,40.7311689,-74.0575736,2019,03,2019-03,173,126
523,W 38 St & 8 Ave,40.75466591,-73.99138152,2019,03,2019-03,0,1
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2019,03,2019-03,222,207
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2019,03,2019-03,470,537
513,W 56 St & 10 Ave,40.768254,-73.988639,2019,03,2019-03,0,1
3183,Exchange Place,40.7162469,-74.0334588,2019,03,2019-03,1045,1235
3681,Grand St,40.71517767732029,-74.03768330812454,2019,03,2019-03,336,323
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2019,03,2019-03,85,89
3211,Newark Ave,40.72152515,-74.046304543,2019,03,2019-03,618,707
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2019,03,2019-03,134,98
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2019,03,2019-03,473,478
3185,City Hall,40.717732500000004,-74.04384499999999,2019,03,2019-03,707,736
3207,Oakland Ave,40.7376037,-74.05247829999999,2019,03,2019-03,312,258
3212,Christ Hospital,40.734785818,-74.050443636,2019,03,2019-03,168,98
3184,Paulus Hook,40.7141454,-74.0335519,2019,03,2019-03,452,504
327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,2019,03,2019-03,0,1
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2019,03,2019-03,481,492
3267,Morris Canal,40.7124188237569,-74.03852552175522,2019,03,2019-03,510,475
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2019,03,2019-03,177,159
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2019,03,2019-03,141,132
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2019,03,2019-03,626,528
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2019,03,2019-03,388,407
3638,Washington St,40.7242941,-74.0354826,2019,03,2019-03,418,444
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2019,03,2019-03,178,152
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2019,03,2019-03,178,125
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2019,03,2019-03,556,536
3213,Van Vorst Park,40.71848892,-74.047726625,2019,03,2019-03,600,527
3280,Astor Place,40.71928220070703,-74.07126188278198,2019,03,2019-03,256,273
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2019,03,2019-03,120,134
3209,Brunswick St,40.7241765,-74.05065640000001,2019,03,2019-03,593,530
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2019,03,2019-03,437,400
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2019,03,2019-03,373,400
3203,Hamilton Park,40.727595965999996,-74.044247311,2019,03,2019-03,1180,1173
459,W 20 St & 11 Ave,40.746745000000004,-74.007756,2019,03,2019-03,0,1
514,12 Ave & W 40 St,40.76087502,-74.00277668,2019,03,2019-03,0,3
3187,Warren St,40.721123600000006,-74.03805095,2019,03,2019-03,517,497
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2019,03,2019-03,600,461
3694,Jackson Square,40.71113,-74.0789,2019,03,2019-03,31,32
3195,Sip Ave,40.730742625306576,-74.06391263008119,2019,03,2019-03,1209,1116
3426,JCBS Depot,40.70965083364061,-74.0686011314392,2019,03,2019-03,13,16
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2019,03,2019-03,475,503
3202,Newport PATH,40.7272235,-74.03375890000001,2019,03,2019-03,939,931
3201,Dey St,40.737711,-74.066921,2019,04,2019-04,94,175
3210,Pershing Field,40.742677141,-74.051788633,2019,04,2019-04,463,429
3194,McGinley Square,40.7253399253558,-74.06762212514876,2019,04,2019-04,551,355
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2019,04,2019-04,253,324
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2019,04,2019-04,237,205
3483,Montgomery St,40.71942,-74.05099,2019,04,2019-04,369,335
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2019,04,2019-04,3728,4577
3196,Riverview Park,40.7443187,-74.04399090000001,2019,04,2019-04,176,153
3191,Union St,40.71821129999999,-74.08363940000001,2019,04,2019-04,61,104
3639,Harborside,40.71925170000001,-74.034234,2019,04,2019-04,1365,1381
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2019,04,2019-04,917,938
3481,York St,40.71649,-74.04105,2019,04,2019-04,295,279
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2019,04,2019-04,921,911
3640,Journal Square,40.733670000000004,-74.0625,2019,04,2019-04,743,692
3206,Hilltop,40.7311689,-74.0575736,2019,04,2019-04,297,257
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2019,04,2019-04,347,347
477,W 41 St & 8 Ave,40.75640548,-73.9900262,2019,04,2019-04,0,1
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2019,04,2019-04,673,690
3183,Exchange Place,40.7162469,-74.0334588,2019,04,2019-04,1571,2006
3681,Grand St,40.71517767732029,-74.03768330812454,2019,04,2019-04,478,441
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2019,04,2019-04,135,120
3211,Newark Ave,40.72152515,-74.046304543,2019,04,2019-04,888,902
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2019,04,2019-04,179,120
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2019,04,2019-04,637,639
3185,City Hall,40.717732500000004,-74.04384499999999,2019,04,2019-04,874,935
358,Christopher St & Greenwich St,40.73291553,-74.00711384,2019,04,2019-04,0,2
3207,Oakland Ave,40.7376037,-74.05247829999999,2019,04,2019-04,439,318
3212,Christ Hospital,40.734785818,-74.050443636,2019,04,2019-04,233,140
3184,Paulus Hook,40.7141454,-74.0335519,2019,04,2019-04,670,702
3258,W 27 St & 10 Ave,40.750181563256824,-74.00218427181244,2019,04,2019-04,0,1
327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,2019,04,2019-04,0,5
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2019,04,2019-04,613,610
3472,W 15 St & 10 Ave,40.742753828659026,-74.00747358798982,2019,04,2019-04,0,1
3267,Morris Canal,40.7124188237569,-74.03852552175522,2019,04,2019-04,773,675
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2019,04,2019-04,277,265
468,Broadway & W 56 St,40.7652654,-73.98192338,2019,04,2019-04,0,1
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2019,04,2019-04,259,212
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2019,04,2019-04,810,728
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2019,04,2019-04,553,560
3541,Amsterdam Ave & W 125 St,40.813358,-73.956461,2019,04,2019-04,0,1
3638,Washington St,40.7242941,-74.0354826,2019,04,2019-04,863,864
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2019,04,2019-04,280,225
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2019,04,2019-04,255,182
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2019,04,2019-04,734,711
224,Spruce St & Nassau St,40.71146364,-74.00552427,2019,04,2019-04,0,1
3213,Van Vorst Park,40.71848892,-74.047726625,2019,04,2019-04,743,685
3280,Astor Place,40.71928220070703,-74.07126188278198,2019,04,2019-04,322,332
3002,South End Ave & Liberty St,40.711512,-74.01575600000001,2019,04,2019-04,0,5
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2019,04,2019-04,214,204
3209,Brunswick St,40.7241765,-74.05065640000001,2019,04,2019-04,704,604
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2019,04,2019-04,540,502
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2019,04,2019-04,495,563
3203,Hamilton Park,40.727595965999996,-74.044247311,2019,04,2019-04,1754,1663
3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,2019,04,2019-04,0,2
3187,Warren St,40.721123600000006,-74.03805095,2019,04,2019-04,664,698
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2019,04,2019-04,759,579
3694,Jackson Square,40.71113,-74.0789,2019,04,2019-04,65,56
3195,Sip Ave,40.730742625306576,-74.06391263008119,2019,04,2019-04,1509,1435
3426,JCBS Depot,40.70965083364061,-74.0686011314392,2019,04,2019-04,4,14
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2019,04,2019-04,814,859
526,E 33 St & 5 Ave,40.74765947,-73.98490707,2019,04,2019-04,0,1
3202,Newport PATH,40.7272235,-74.03375890000001,2019,04,2019-04,1458,1334
3168,Central Park West & W 85 St,40.78472675,-73.96961715,2019,05,2019-05,0,2
3201,Dey St,40.737711,-74.066921,2019,05,2019-05,116,179
3210,Pershing Field,40.742677141,-74.051788633,2019,05,2019-05,466,424
3194,McGinley Square,40.7253399253558,-74.06762212514876,2019,05,2019-05,530,377
3750,Forrest Tech Shop (parts testing),40.703005688283646,-73.93207671353592,2019,05,2019-05,0,4
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2019,05,2019-05,286,363
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2019,05,2019-05,277,254
3483,Montgomery St,40.71942,-74.05099,2019,05,2019-05,373,350
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2019,05,2019-05,4115,5284
3196,Riverview Park,40.7443187,-74.04399090000001,2019,05,2019-05,244,219
3191,Union St,40.71821129999999,-74.08363940000001,2019,05,2019-05,90,121
3639,Harborside,40.71925170000001,-74.034234,2019,05,2019-05,1483,1445
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2019,05,2019-05,1022,1017
3481,York St,40.71649,-74.04105,2019,05,2019-05,334,317
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2019,05,2019-05,1259,1319
3640,Journal Square,40.733670000000004,-74.0625,2019,05,2019-05,801,678
3206,Hilltop,40.7311689,-74.0575736,2019,05,2019-05,288,256
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2019,05,2019-05,389,354
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2019,05,2019-05,647,666
3183,Exchange Place,40.7162469,-74.0334588,2019,05,2019-05,1114,1405
3681,Grand St,40.71517767732029,-74.03768330812454,2019,05,2019-05,603,608
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,2019,05,2019-05,2,1
303,Mercer St & Spring St,40.72362738,-73.99949601,2019,05,2019-05,0,2
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2019,05,2019-05,152,147
3211,Newark Ave,40.72152515,-74.046304543,2019,05,2019-05,877,976
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2019,05,2019-05,209,152
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2019,05,2019-05,665,729
3185,City Hall,40.717732500000004,-74.04384499999999,2019,05,2019-05,935,985
3207,Oakland Ave,40.7376037,-74.05247829999999,2019,05,2019-05,459,341
3212,Christ Hospital,40.734785818,-74.050443636,2019,05,2019-05,253,154
3184,Paulus Hook,40.7141454,-74.0335519,2019,05,2019-05,959,1073
327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,2019,05,2019-05,0,6
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2019,05,2019-05,645,608
3267,Morris Canal,40.7124188237569,-74.03852552175522,2019,05,2019-05,1019,858
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2019,05,2019-05,295,284
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2019,05,2019-05,207,191
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2019,05,2019-05,764,716
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2019,05,2019-05,600,633
3638,Washington St,40.7242941,-74.0354826,2019,05,2019-05,887,901
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2019,05,2019-05,229,200
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2019,05,2019-05,319,247
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2019,05,2019-05,768,699
3213,Van Vorst Park,40.71848892,-74.047726625,2019,05,2019-05,801,653
3280,Astor Place,40.71928220070703,-74.07126188278198,2019,05,2019-05,348,355
311,Norfolk St & Broome St,40.7172274,-73.98802084,2019,05,2019-05,0,1
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2019,05,2019-05,243,215
3209,Brunswick St,40.7241765,-74.05065640000001,2019,05,2019-05,755,626
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2019,05,2019-05,584,510
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2019,05,2019-05,602,594
3203,Hamilton Park,40.727595965999996,-74.044247311,2019,05,2019-05,2267,2130
195,Liberty St & Broadway,40.70905623,-74.01043382,2019,05,2019-05,0,1
514,12 Ave & W 40 St,40.76087502,-74.00277668,2019,05,2019-05,0,3
3187,Warren St,40.721123600000006,-74.03805095,2019,05,2019-05,785,824
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2019,05,2019-05,818,566
3694,Jackson Square,40.71113,-74.0789,2019,05,2019-05,90,98
3195,Sip Ave,40.730742625306576,-74.06391263008119,2019,05,2019-05,1688,1479
487,E 20 St & FDR Drive,40.73314259,-73.97573881,2019,05,2019-05,0,3
3426,JCBS Depot,40.70965083364061,-74.0686011314392,2019,05,2019-05,5,18
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2019,05,2019-05,873,902
3202,Newport PATH,40.7272235,-74.03375890000001,2019,05,2019-05,1595,1612
524,W 43 St & 6 Ave,40.75527307,-73.98316936,2019,06,2019-06,0,1
3201,Dey St,40.737711,-74.066921,2019,06,2019-06,147,169
3210,Pershing Field,40.742677141,-74.051788633,2019,06,2019-06,499,455
504,1 Ave & E 16 St,40.73221853,-73.98165557,2019,06,2019-06,0,1
3194,McGinley Square,40.7253399253558,-74.06762212514876,2019,06,2019-06,501,380
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2019,06,2019-06,385,452
3686,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871245,2019,06,2019-06,0,7
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2019,06,2019-06,261,263
3483,Montgomery St,40.71942,-74.05099,2019,06,2019-06,420,409
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2019,06,2019-06,4499,5229
3196,Riverview Park,40.7443187,-74.04399090000001,2019,06,2019-06,244,216
3191,Union St,40.71821129999999,-74.08363940000001,2019,06,2019-06,99,153
3639,Harborside,40.71925170000001,-74.034234,2019,06,2019-06,1830,1775
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2019,06,2019-06,1276,1278
3481,York St,40.71649,-74.04105,2019,06,2019-06,325,332
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2019,06,2019-06,1476,1569
3640,Journal Square,40.733670000000004,-74.0625,2019,06,2019-06,828,670
3206,Hilltop,40.7311689,-74.0575736,2019,06,2019-06,332,306
3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,2019,06,2019-06,0,2
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2019,06,2019-06,436,402
315,South St & Gouverneur Ln,40.70355377,-74.00670227,2019,06,2019-06,0,1
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2019,06,2019-06,728,722
3681,Grand St,40.71517767732029,-74.03768330812454,2019,06,2019-06,704,705
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,2019,06,2019-06,102,114
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2019,06,2019-06,195,216
337,Old Slip & Front St,40.703799200000006,-74.00838676,2019,06,2019-06,0,4
3211,Newark Ave,40.72152515,-74.046304543,2019,06,2019-06,1120,1186
426,West St & Chambers St,40.71754834,-74.01322069,2019,06,2019-06,0,1
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2019,06,2019-06,163,128
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2019,06,2019-06,904,939
3185,City Hall,40.717732500000004,-74.04384499999999,2019,06,2019-06,1100,1139
3207,Oakland Ave,40.7376037,-74.05247829999999,2019,06,2019-06,410,352
3212,Christ Hospital,40.734785818,-74.050443636,2019,06,2019-06,270,193
3184,Paulus Hook,40.7141454,-74.0335519,2019,06,2019-06,1400,1726
327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,2019,06,2019-06,0,4
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2019,06,2019-06,763,753
383,Greenwich Ave & Charles St,40.735238,-74.000271,2019,06,2019-06,0,3
3267,Morris Canal,40.7124188237569,-74.03852552175522,2019,06,2019-06,1092,973
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2019,06,2019-06,318,310
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2019,06,2019-06,257,216
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2019,06,2019-06,778,783
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2019,06,2019-06,702,754
3541,Amsterdam Ave & W 125 St,40.813358,-73.956461,2019,06,2019-06,0,1
3638,Washington St,40.7242941,-74.0354826,2019,06,2019-06,1037,1044
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2019,06,2019-06,241,214
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2019,06,2019-06,325,267
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2019,06,2019-06,829,805
3213,Van Vorst Park,40.71848892,-74.047726625,2019,06,2019-06,887,801
3280,Astor Place,40.71928220070703,-74.07126188278198,2019,06,2019-06,397,413
3002,South End Ave & Liberty St,40.711512,-74.01575600000001,2019,06,2019-06,0,2
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2019,06,2019-06,278,286
447,8 Ave & W 52 St,40.76370739,-73.9851615,2019,06,2019-06,0,1
3209,Brunswick St,40.7241765,-74.05065640000001,2019,06,2019-06,821,733
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2019,06,2019-06,590,535
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2019,06,2019-06,588,603
3203,Hamilton Park,40.727595965999996,-74.044247311,2019,06,2019-06,2385,2268
3167,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,2019,06,2019-06,0,2
3664,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,2019,06,2019-06,0,2
195,Liberty St & Broadway,40.70905623,-74.01043382,2019,06,2019-06,0,3
3187,Warren St,40.721123600000006,-74.03805095,2019,06,2019-06,1011,1022
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2019,06,2019-06,793,679
