stationid,stationname,stationlatitude,stationlongitude,yyyy,mm,yyyymm,countoftripsstartinghere,countoftripsendinghere
3640,Journal Square,40.733670000000004,-74.0625,2020,10,2020-10,321,268
3206,Hilltop,40.7311689,-74.0575736,2020,10,2020-10,429,332
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2020,10,2020-10,686,620
3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,2020,10,2020-10,1498,1546
315,South St & Gouverneur Ln,40.70355377,-74.00670227,2020,10,2020-10,0,2
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2020,10,2020-10,596,605
3681,Grand St,40.71517767732029,-74.03768330812454,2020,10,2020-10,743,734
3715,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760306,2020,10,2020-10,0,2
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,2020,10,2020-10,424,445
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2020,10,2020-10,351,360
3211,Newark Ave,40.72152515,-74.046304543,2020,10,2020-10,966,1004
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2020,10,2020-10,244,222
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2020,10,2020-10,954,949
3185,City Hall,40.717732500000004,-74.04384499999999,2020,10,2020-10,1334,1431
3906,West St & Liberty St,40.711444,-74.014847,2020,10,2020-10,0,4
358,Christopher St & Greenwich St,40.73291553,-74.00711384,2020,10,2020-10,0,2
3207,Oakland Ave,40.7376037,-74.05247829999999,2020,10,2020-10,252,178
3212,Christ Hospital,40.734785818,-74.050443636,2020,10,2020-10,209,184
3184,Paulus Hook,40.7141454,-74.0335519,2020,10,2020-10,918,964
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2020,10,2020-10,668,675
3267,Morris Canal,40.7124188237569,-74.03852552175522,2020,10,2020-10,1239,1234
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2020,10,2020-10,416,338
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2020,10,2020-10,118,117
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2020,10,2020-10,664,673
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2020,10,2020-10,1582,1545
3638,Washington St,40.7242941,-74.0354826,2020,10,2020-10,1230,1262
3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,2020,10,2020-10,0,3
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2020,10,2020-10,260,230
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2020,10,2020-10,498,440
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2020,10,2020-10,682,712
3213,Van Vorst Park,40.71848892,-74.047726625,2020,10,2020-10,973,1019
3280,Astor Place,40.71928220070703,-74.07126188278198,2020,10,2020-10,418,413
3919,Wall St & South St,40.704370000000004,-74.00636999999999,2020,10,2020-10,0,5
3150,E 85 St & York Ave,40.77536905,-73.94803392,2020,10,2020-10,0,2
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2020,10,2020-10,537,576
249,Harrison St & Hudson St,40.71870987,-74.0090009,2020,10,2020-10,0,2
3209,Brunswick St,40.7241765,-74.05065640000001,2020,10,2020-10,723,712
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2020,10,2020-10,641,633
173,Broadway & W 49 St,40.76068327096592,-73.98452728986742,2020,10,2020-10,0,1
304,Broadway & Battery Pl,40.70463334,-74.01361706,2020,10,2020-10,0,1
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2020,10,2020-10,663,679
3203,Hamilton Park,40.727595965999996,-74.044247311,2020,10,2020-10,1848,1916
514,12 Ave & W 40 St,40.76087502,-74.00277668,2020,10,2020-10,0,4
3187,Warren St,40.721123600000006,-74.03805095,2020,10,2020-10,1356,1397
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2020,10,2020-10,664,691
3694,Jackson Square,40.71113,-74.0789,2020,10,2020-10,162,182
3195,Sip Ave,40.730742625306576,-74.06391263008119,2020,10,2020-10,1677,1502
3426,JCBS Depot,40.70965083364061,-74.0686011314392,2020,10,2020-10,0,7
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2020,10,2020-10,1950,1945
3202,Newport PATH,40.7272235,-74.03375890000001,2020,10,2020-10,2039,2081
3201,Dey St,40.737711,-74.066921,2020,11,2020-11,73,74
4069,Cabrini Blvd & W 177 St,40.848282,-73.941343,2020,11,2020-11,0,3
3210,Pershing Field,40.742677141,-74.051788633,2020,11,2020-11,179,173
3194,McGinley Square,40.7253399253558,-74.06762212514876,2020,11,2020-11,348,302
405,Washington St & Gansevoort St,40.739323,-74.008119,2020,11,2020-11,0,1
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2020,11,2020-11,225,209
417,Barclay St & Church St,40.71291224,-74.01020234,2020,11,2020-11,0,1
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2020,11,2020-11,173,166
3483,Montgomery St,40.71942,-74.05099,2020,11,2020-11,270,273
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2020,11,2020-11,1582,1707
3196,Riverview Park,40.7443187,-74.04399090000001,2020,11,2020-11,104,91
3191,Union St,40.71821129999999,-74.08363940000001,2020,11,2020-11,76,61
3639,Harborside,40.71925170000001,-74.034234,2020,11,2020-11,654,646
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2020,11,2020-11,1240,1246
3481,York St,40.71649,-74.04105,2020,11,2020-11,241,248
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2020,11,2020-11,916,900
3640,Journal Square,40.733670000000004,-74.0625,2020,11,2020-11,129,124
3206,Hilltop,40.7311689,-74.0575736,2020,11,2020-11,134,121
505,6 Ave & W 33 St,40.74901271,-73.98848395,2020,11,2020-11,0,1
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2020,11,2020-11,344,328
3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,2020,11,2020-11,617,627
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2020,11,2020-11,374,411
3681,Grand St,40.71517767732029,-74.03768330812454,2020,11,2020-11,431,412
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,2020,11,2020-11,231,199
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2020,11,2020-11,162,167
3211,Newark Ave,40.72152515,-74.046304543,2020,11,2020-11,444,460
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2020,11,2020-11,119,110
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2020,11,2020-11,483,477
3185,City Hall,40.717732500000004,-74.04384499999999,2020,11,2020-11,663,712
3906,West St & Liberty St,40.711444,-74.014847,2020,11,2020-11,0,3
3207,Oakland Ave,40.7376037,-74.05247829999999,2020,11,2020-11,116,84
3212,Christ Hospital,40.734785818,-74.050443636,2020,11,2020-11,91,77
3184,Paulus Hook,40.7141454,-74.0335519,2020,11,2020-11,477,505
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2020,11,2020-11,309,306
3267,Morris Canal,40.7124188237569,-74.03852552175522,2020,11,2020-11,559,552
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2020,11,2020-11,218,207
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2020,11,2020-11,32,24
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2020,11,2020-11,366,358
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2020,11,2020-11,773,789
3638,Washington St,40.7242941,-74.0354826,2020,11,2020-11,601,645
3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,2020,11,2020-11,0,1
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2020,11,2020-11,104,83
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2020,11,2020-11,261,208
3817,Withers St & Kingsland Ave,40.717729999999996,-73.94051,2020,11,2020-11,0,1
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2020,11,2020-11,388,403
3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,2020,11,2020-11,0,1
3213,Van Vorst Park,40.71848892,-74.047726625,2020,11,2020-11,494,516
3280,Astor Place,40.71928220070703,-74.07126188278198,2020,11,2020-11,214,214
3919,Wall St & South St,40.704370000000004,-74.00636999999999,2020,11,2020-11,0,1
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2020,11,2020-11,268,277
3209,Brunswick St,40.7241765,-74.05065640000001,2020,11,2020-11,464,454
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2020,11,2020-11,250,252
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2020,11,2020-11,265,273
3203,Hamilton Park,40.727595965999996,-74.044247311,2020,11,2020-11,858,906
3664,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,2020,11,2020-11,0,1
3187,Warren St,40.721123600000006,-74.03805095,2020,11,2020-11,645,643
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2020,11,2020-11,388,389
3694,Jackson Square,40.71113,-74.0789,2020,11,2020-11,105,105
3195,Sip Ave,40.730742625306576,-74.06391263008119,2020,11,2020-11,882,779
3426,JCBS Depot,40.70965083364061,-74.0686011314392,2020,11,2020-11,0,2
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2020,11,2020-11,983,996
3202,Newport PATH,40.7272235,-74.03375890000001,2020,11,2020-11,952,970
3201,Dey St,40.737711,-74.066921,2020,12,2020-12,39,49
3210,Pershing Field,40.742677141,-74.051788633,2020,12,2020-12,158,127
3194,McGinley Square,40.7253399253558,-74.06762212514876,2020,12,2020-12,222,203
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2020,12,2020-12,98,94
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2020,12,2020-12,85,66
3483,Montgomery St,40.71942,-74.05099,2020,12,2020-12,142,152
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2020,12,2020-12,776,933
3196,Riverview Park,40.7443187,-74.04399090000001,2020,12,2020-12,70,60
3191,Union St,40.71821129999999,-74.08363940000001,2020,12,2020-12,32,37
3639,Harborside,40.71925170000001,-74.034234,2020,12,2020-12,391,379
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2020,12,2020-12,721,743
3481,York St,40.71649,-74.04105,2020,12,2020-12,112,139
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2020,12,2020-12,489,475
3640,Journal Square,40.733670000000004,-74.0625,2020,12,2020-12,134,110
3206,Hilltop,40.7311689,-74.0575736,2020,12,2020-12,112,80
505,6 Ave & W 33 St,40.74901271,-73.98848395,2020,12,2020-12,0,1
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2020,12,2020-12,232,227
3794,Pier 40 Dock Station,40.72865963236461,-74.0119797096122,2020,12,2020-12,0,1
127,Barrow St & Hudson St,40.73172428,-74.00674436,2020,12,2020-12,0,1
3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,2020,12,2020-12,343,357
4071,Broadway & W 160 St,40.835775,-73.9434,2020,12,2020-12,0,1
3273,Manila & 1st,40.72165072487999,-74.04288411140442,2020,12,2020-12,246,263
3681,Grand St,40.71517767732029,-74.03768330812454,2020,12,2020-12,218,223
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,2020,12,2020-12,98,99
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2020,12,2020-12,78,80
3211,Newark Ave,40.72152515,-74.046304543,2020,12,2020-12,232,253
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2020,12,2020-12,96,85
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2020,12,2020-12,256,274
3185,City Hall,40.717732500000004,-74.04384499999999,2020,12,2020-12,352,394
3207,Oakland Ave,40.7376037,-74.05247829999999,2020,12,2020-12,83,51
3212,Christ Hospital,40.734785818,-74.050443636,2020,12,2020-12,64,46
3184,Paulus Hook,40.7141454,-74.0335519,2020,12,2020-12,227,219
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,2020,12,2020-12,131,120
3267,Morris Canal,40.7124188237569,-74.03852552175522,2020,12,2020-12,315,308
3679,Bergen Ave,40.72210378668603,-74.07145500183104,2020,12,2020-12,121,115
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2020,12,2020-12,16,17
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,2020,12,2020-12,239,218
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2020,12,2020-12,374,396
3638,Washington St,40.7242941,-74.0354826,2020,12,2020-12,350,400
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2020,12,2020-12,52,25
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,2020,12,2020-12,215,153
3735,W 30 St & 10 Ave,40.752694,-74.002353,2020,12,2020-12,0,2
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,2020,12,2020-12,254,263
3213,Van Vorst Park,40.71848892,-74.047726625,2020,12,2020-12,232,247
3280,Astor Place,40.71928220070703,-74.07126188278198,2020,12,2020-12,150,147
3268,Lafayette Park,40.71346382669195,-74.06285852193831,2020,12,2020-12,152,162
3209,Brunswick St,40.7241765,-74.05065640000001,2020,12,2020-12,284,263
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2020,12,2020-12,176,147
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2020,12,2020-12,154,154
3203,Hamilton Park,40.727595965999996,-74.044247311,2020,12,2020-12,445,456
3664,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,2020,12,2020-12,0,1
514,12 Ave & W 40 St,40.76087502,-74.00277668,2020,12,2020-12,0,1
3187,Warren St,40.721123600000006,-74.03805095,2020,12,2020-12,385,411
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2020,12,2020-12,235,220
3694,Jackson Square,40.71113,-74.0789,2020,12,2020-12,46,48
3195,Sip Ave,40.730742625306576,-74.06391263008119,2020,12,2020-12,607,511
3192,Liberty Light Rail,40.711242299999995,-74.0557013,2020,12,2020-12,300,314
3202,Newport PATH,40.7272235,-74.03375890000001,2020,12,2020-12,355,373
